Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
FJ547060,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1822/2007,10684,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547061,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1831/2007,10638,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547062,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1833/2007,10638,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547063,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1855/2007,10672,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547064,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1868/2007,10679,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547065,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1883/2007,10674,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ547066,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1911/2008,10637,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008,2009-01-26,ssRNA(+)
FJ547067,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1930/2007,10675,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562097,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1790/2007,10648,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562098,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/VN/BID-V1794/2007,10665,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562099,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1815/2007,10651,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562100,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1824/2007,10638,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562101,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1850/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562102,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1877/2007,10638,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ562103,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/VN/BID-V1957/2008,10644,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2008,2009-01-26,ssRNA(+)
FJ639674,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V1985/2002,10673,complete,Cambodia: KCH,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2002,2009-01-26,ssRNA(+)
FJ639684,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2000/2005,10676,complete,Cambodia: KSP,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2005,2009-01-26,ssRNA(+)
FJ639685,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2001/2005,10690,complete,Cambodia: BTB,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2005,2009-01-26,ssRNA(+)
FJ639686,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2002/2006,10690,complete,Cambodia: KCH,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2006,2009-01-26,ssRNA(+)
FJ639688,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2005/2007,10690,complete,Cambodia: KCH,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ639689,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2006/2007,10684,complete,Cambodia: KSP,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ639690,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2007/2007,10690,complete,Cambodia: KSP,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ639691,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KH/BID-V2008/2007,10690,complete,Cambodia: BTB,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2007,2009-01-26,ssRNA(+)
FJ639702,Dengue virus type 2,Orthoflavivirus denguei,,DENV-2/KH/BID-V2030/2003,10667,complete,Cambodia: BTB,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2003,2009-01-26,ssRNA(+)
FJ639725,Dengue virus type 3,Orthoflavivirus denguei,,DENV-3/KH/BID-V2082/2003,10648,complete,Cambodia: KSO,Homo sapiens,blood,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Jaffe,D., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Buchy,P., Nusbaum,C., Birren,B.",2003,2009-01-26,ssRNA(+)
FJ432719,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1636/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-12-16,ssRNA(+)
FJ461303,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V971/2007,10691,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Lander,E., Galagan,J., Nusbaum,C., Simmons,C.P., Birren,B.",2007,2008-12-16,ssRNA(+)
FJ373296,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1629/2006,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2006,2008-11-01,ssRNA(+)
FJ373297,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1647/2007,10690,complete,Viet Nam: South,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2007,2008-11-01,ssRNA(+)
